date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:53	66403/66403	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-1036b%22	https://templates.hibootstrap.com/pizi/default/assets/img/blog/6.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/blog/6.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:53	354228/354228	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-5a51c%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/2.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/2.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:54	134880/134880	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-20ee8%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/3.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/3.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:54	195039/195039	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-2f9e7%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/4.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/4.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:54	317450/317450	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-4fa3c%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/1.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/1.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:54	358854/358854	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-5bb5c%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/6.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/6.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:55	215279/215279	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-348f7%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/8.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/8.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:55	318960/318960	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-4ddf8%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/9.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/9.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:55	176584/176584	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-2b1d0%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/10.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/10.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
16:26:55	455122/455122	---M--	200	added ('OK')	image/jpeg	etag:%226638b8aa-732db%22	https://templates.hibootstrap.com/pizi/default/assets/img/inner-banner/7.jpg	C:/My%20Web%20Sites/Dream%20Pools/templates.hibootstrap.com/pizi/default/assets/img/inner-banner/7.jpg	(from https://templates.hibootstrap.com/pizi/default/assets/css/style.css)
